original english sentences,deepl sentences,google sentences
"  then i returned through the pine wood, neck-high with red weed here and there, to find the landlord of the spotted dog had already found burial, and so came home past the college arms","  puis je suis retourné à travers la pinède, avec ici et là de l'herbe rouge jusqu'au cou, pour découvrir que le propriétaire du chien tacheté avait déjà trouvé une sépulture, et je suis donc rentré à la maison en passant devant les bras du collège","puis je suis revenu à travers la forêt de pins, couverte d'herbes rouges jusqu'au cou ici et là, pour découvrir que le propriétaire du chien tacheté avait déjà trouvé un enterrement, et je suis donc rentré devant les armes du collège."
 a man standing at an open cottage door greeted me by name as i passed, un homme qui se tenait devant la porte ouverte d'un chalet m'a salué par mon nom lorsque je l'ai croisé,un homme debout devant la porte ouverte d'un chalet m'a salué par mon nom alors que je passais
  i looked at my house with a quick flash of hope that faded immediately,  J'ai regardé ma maison avec un bref éclair d'espoir qui s'est évanoui immédiatement.,j'ai regardé ma maison avec un éclair d'espoir qui s'est immédiatement estompé
 the door had been forced; it was unfast and was opening slowly as i approached, la porte avait été forcée ; elle était déverrouillée et s'ouvrait lentement à mon approche,la porte avait été forcée ; ce n'était pas rapide et s'ouvrait lentement à mesure que je m'approchais
  it slammed again,  il a claqué à nouveau,ça a encore claqué
 the curtains of my study fluttered out of the open window from which i and the artilleryman had watched the dawn, les rideaux de mon bureau s'écartent de la fenêtre ouverte d'où moi et l'artilleur avons regardé l'aube,les rideaux de mon bureau flottaient par la fenêtre ouverte d'où moi et l'artilleur avions regardé l'aube
 no one had closed it since, personne ne l'avait fermée depuis,personne ne l'avait fermé depuis
 the smashed bushes were just as i had left them nearly four weeks ago, les buissons écrasés étaient tels que je les avais laissés il y a près de quatre semaines,les buissons brisés étaient tels que je les avais laissés il y a près de quatre semaines
" i stumbled into the hall, and the house felt empty", J'ai trébuché dans le hall et la maison m'a semblé vide.,je suis tombé dans le couloir et la maison semblait vide
" the stair carpet was ruffled and discoloured where i had crouched, soaked to the skin from the thunderstorm the night of the catastrophe"," la moquette de l'escalier était ébouriffée et décolorée à l'endroit où je m'étais accroupie, trempée jusqu'à la peau par l'orage la nuit de la catastrophe","le tapis de l'escalier était ébouriffé et décoloré là où j'étais accroupi, trempé jusqu'aux os par l'orage de la nuit de la catastrophe"
 our muddy footsteps i saw still went up the stairs, nos pas boueux je voyais encore monter les escaliers,nos pas boueux que j'ai vus montaient toujours les escaliers
"  i followed them to my study, and found lying on my writing-table still, with the selenite paper weight upon it, the sheet of work i had left on the afternoon of the opening of the cylinder","  je les ai suivis dans mon bureau et j'ai trouvé sur ma table d'écriture, encore alourdie par la sélénite, la feuille de travail que j'avais laissée l'après-midi de l'ouverture du cylindre","Je les suivis jusqu'à mon bureau et trouvai, toujours sur mon bureau, avec le presse-papier en sélénite dessus, la feuille de travail que j'avais laissée l'après-midi de l'ouverture du cylindre."
 for a space i stood reading over my abandoned arguments, Je suis resté un moment à relire mes arguments abandonnés.,"pendant un moment, je suis resté à lire mes arguments abandonnés"
" it was a paper on the probable development of moral ideas with the development of the civilising process; and the last sentence was the opening of a prophecy: in about two hundred years, i had written, we may expectâ€”â€” the sentence ended abruptly"," Il s'agissait d'un article sur l'évolution probable des idées morales avec le développement du processus de civilisation, et la dernière phrase était le début d'une prophétie : dans environ deux cents ans, avais-je écrit, nous pouvons nous attendre à ce que..."" la phrase se termina abruptement.","c'était un article sur le développement probable des idées morales avec le développement du processus de civilisation ; et la dernière phrase était le début d'une prophétie : dans environ deux cents ans, avais-je écrit, on peut s'attendre à… » La phrase se terminait brusquement."
" i remembered my inability to fix my mind that morning, scarcely a month gone by, and how i had broken off to get my _daily chronicle_ from the newsboy"," Je me suis souvenu de mon incapacité à fixer mon esprit ce matin-là, il y a à peine un mois, et de la façon dont je m'étais interrompu pour aller chercher ma _chronique quotidienne_ auprès du livreur de journaux","je me souvenais de mon incapacité à me concentrer ce matin-là, il y avait à peine un mois, et comment j'avais interrompu pour aller chercher ma _chronique quotidienne_ chez le vendeur de journaux."
" i remembered how i went down to the garden gate as he came along, and how i had listened to his odd story of men from mars"," je me suis souvenue que j'étais descendue à la porte du jardin lorsqu'il est arrivé, et que j'avais écouté son étrange histoire d'hommes venus de mars",Je me suis souvenu de la façon dont je suis descendu jusqu'à la porte du jardin à son arrivée et de la façon dont j'avais écouté son étrange histoire sur les hommes venus de Mars.
  i came down and went into the dining room,  Je suis descendue et je suis allée dans la salle à manger,je suis descendu et je suis allé dans la salle à manger
" there were the mutton and the bread, both far gone now in decay, and a beer bottle overturned, just as i and the artilleryman had left them"," il y avait le mouton et le pain, tous deux en décomposition, et une bouteille de bière renversée, comme moi et l'artilleur les avions laissés.","il y avait le mouton et le pain, tous deux en voie de décomposition, et une bouteille de bière renversée, juste là où moi et l'artilleur les avions laissés."
 my home was desolate, ma maison était désolée,ma maison était désolée
 i perceived the folly of the faint hope i had cherished so long, j'ai compris la folie du faible espoir que j'avais entretenu si longtemps,j'ai perçu la folie du faible espoir que j'avais chéri si longtemps
 and then a strange thing occurred, et une chose étrange s'est produite,et puis une chose étrange s'est produite
" it is no use, said a voice"," c'est inutile, dit une voix","ça ne sert à rien, dit une voix"
 the house is deserted, la maison est déserte,la maison est déserte
 no one has been here these ten days, personne n'est venu ici ces dix derniers jours,personne n'est venu ici ces dix jours
 do not stay here to torment yourself, ne restez pas ici pour vous tourmenter,ne reste pas ici pour te tourmenter
 no one escaped but you, personne ne s'est échappé sauf vous,personne n'a échappé à part toi
  i was startled,  j'ai été surpris,j'ai été surpris
" had i spoken my thought aloud? i turned, and the french window was open behind me"," avais-je dit tout haut ce que je pensais ? je me suis retournée, et la porte-fenêtre était ouverte derrière moi",avais-je exprimé ma pensée à voix haute ? je me suis retourné et la porte-fenêtre était ouverte derrière moi
" i made a step to it, and stood looking out", J'ai fait un pas vers elle et j'ai regardé à l'extérieur.,j'ai fait un pas vers cela et je suis resté à regarder dehors
